"CHAMBERED TOMB","941","General history of Europe; British Isles",," ","726.8","Mortuary chapels and tombs"
"CANAL","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL BASIN","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL BRIDGE","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL BUILDING","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL CUTTING","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL DOCK","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL FEEDER","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL LOCK","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL OFFICE","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL SLUICE","386","Inland waterway & ferry transportation",," ","627.1352","Gates, Lock, Sluices"
"CANAL SPILLWAY","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL TUNNEL","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CANAL WAREHOUSE","386","Inland waterway & ferry transportation",," ","725.35","Warehouses"
"CANAL WHARF","386","Inland waterway & ferry transportation",," ","627.13","Hydraulic engineering - Canals"
"CASTLE","623","Military & nautical engineering",," ","728.81","Castles"
"CATHEDRAL","726","Buildings for religious purposes",," ","728.6","Cathedrals"
"CATHEDRAL CLOSE","726","Buildings for religious purposes",," ","726","Buildings for religious & related purposes"
"CAUSEWAY","625","Engineering of railroads, roads",," ","625.7","Roads"
"CAVE","719","Natural landscapes",," ","551.447","Caves and related features"
"CEMENT WORKS","691","Building materials",," ","666.9","Masonry adhesives"
"CEMETERY","718","Landscape design of cemeteries",," ","718","cemetery landscapes"
"CHAPEL","726","Buildings for religious purposes",," ","726.5","Chapels (Christian)"
"CHAPEL HOUSE","728","Residential & related buildings",," ","726.5","Chapels (Christian)"
"CHAPEL OF EASE","726","Buildings for religious purposes",," ","726.8","Mortuary chapel"
"CHEMICAL WORKS","661","Industrial chemicals technology",," ","660","Chemical engineering and related technologies"
"CHIMNEY","624","Civil engineering",," ","721.5","Chimneys"
"CHURCH","726","Buildings for religious purposes",," ","726.5","Buildings associated with Christianity"
"CIRCULAR FEATURE","941","General history of Europe; British Isles",," ",,
"CIST","941","General history of Europe; British Isles",," ","726.8","Tombs"
"BURIAL","941","General history of Europe; British Isles",," ","726.8","Tombs"
"CITY","307","Communities",," ","307.764","large urban community"
"CIVIC CENTRE","725","Public structures",," ","725.1","Civic Centres"
"CLAY PIT","622","Mining & related operations",," ",,
"CLEARANCE CAIRN","631","Techniques, equipment, materials",," ","726.8","Mortuary chapels and tombs"
"CLOCK TOWER","725","Public structures",," ","725.97","Clock Towers"
"COACH HOUSE","388","Transportation; Ground transportation",," ","725.38","Motor vehicle transportation buildings"
"COAL EXCHANGE","382","International commerce (Foreign trade)",," ","662.624","Storage, transportation, distribution of coal"
"COAL FIRED POWER STATION","662","Explosives, fuels technology",," ","621.31","generation, modification, storage, transmission of electric power"
"COAL MINE","622","Mining & related operations",," ","622.331","Coal mining"
"COAL PROCESSING PLANT","622","Mining & related operations",," ","622.331","Coal mining"
"COAL WORKINGS","622","Mining & related operations",," ","622.331","Coal mining"
"COCKPIT","793","Indoor games & amusements",," ","791.8","Animal performances"
"COKING WORKS","662","Mining & related operations",," ","622","Mining & related operations"
"COLLEGE","727","Buildings for education & research",," ","727.3","Colleges, Universities"
"COLLIERY","622","Mining & related operations",," ","622.331","Coal mining"
"COMBINATION BARN","636","Animal husbandry",," ","728.922","Barns"
"COMBINATION FARM BUILDING","636","Animal husbandry",," ","728.92","Agricultural buildings"
"COMMEMORATIVE MONUMENT","711","Area planning (Civic art)",," ","725.94","Monuments"
"BANQUETING HALL","717","Structures",," ","643.4","Eating and drinking areas"
"COMMEMORATIVE STONE","711","Area planning (Civic art)",," ","725.94","Monuments"
"COMMON LAND","631","Techniques, equipment, materials",," ","712.5","Public parks and grounds"
"COMMUNITY CENTRE","725","Public structures",," ","725","Public structures"
"CONCERT HALL","791","Public performances",," ","725.81","Concert Halls"
"CONDUIT","624","Civil engineering",," ","625.734","Drainage"
"COPPER MINE","622","Mining & related operations",," ","622.343","Copper Mining"
"COPPER WORKS","671","Metalworking & metal products",," ","671","Metalworking processes and primary metal products"
"CORN DRYING KILN","664","Food technology",," ",,
"MALT HOUSE","631","Techniques, equipment, materials",," ","663.3","Brewed and malted beverages"
"CORN MILL","620","Engineering & Applied operations",," ","725.4","Mill architecture"
"COTTAGE","728","Residential & related buildings",," ","728.37","Cottages"
"COUNTRY CLUB","367","General clubs",," ","728.4","Clubhouses"
"COUNTRY HOUSE","728","Residential & related buildings",," ","728.8","Mansion"
"COUNTRY HOUSE ESTATE","731","Natural landscapes",," ","712.6","Estate grounds landscape"
"COUNTRY HOUSE ESTATE","728","Natural landscapes",," ","712.6","Estate grounds landscape"
"COUNTRY HOUSE GARDEN","712","Landscape architecture",," ","712.6","Estate grounds landscape"
"COUNTY HALL","725","Public structures",," ","725.13","Local govt buildings"
"COURT HOUSE","725","Public structures",," ","725.15","Court, Record and Archive buildings"
"COURT HOUSE","365","Penal & related institutions",," ","725.15","Court, Record and Archive buildings"
"COUNTY HALL","352","Of local governments",," ","725.13","Local govt buildings"
"COW SHED","636","Animal husbandry",," ","636.0831","Housing"
"CRANNOG","623","Military & nautical engineering",," ","307.772","Tribal communities"
"CREMATION BURIAL","718","Landscape design of cemeteries",," ","725.597","Morgues and crematories"
"CREMATORIUM","718","Landscape design of cemeteries",," ","725.597","Morgues and crematories"
"CROPMARK","941","General history of Europe; British Isles",," ",,
"CROSS","246","Use of art in Christianity",," ","246.558","Crosses and crucifixes"
"CROSS INCISED STONE","736","Carving & carvings",," ","246.558","Crosses and crucifixes"
"CUBE","623","Military & nautical engineering",," ","358.1382","Antiaircraft   artillery military equipment"
"CULVERT","624","Civil engineering",," ","625.7342","Culverts"
"EMBANKMENT","624","Civil engineering",," ","624.162","Embankments"
"CUSTOM HOUSE","332","Financial economics",," ","725.14","Customs buildings"
"DAIRY","637","Processing dairy & related products",," ","338.47637","Dairy processing industry"
"DAM","624","Civil engineering",," ","627.8","Dams and Reservoirs"
"DEFENDED BUILDING","623","Military & nautical engineering",," ","725.18","Military and police buildings"
"DEFENDED ENCLOSURE","941","General history of Europe; British Isles",," ",,
"DEFENDED SETTLEMENT","941","General history of Europe; British Isles",," ","307.72","Rural communities"
"DEPOT","388","Transportation; Ground transportation",," ","725.38","Motor vehicle transportation buildings"
"DESERTED RURAL SETTLEMENT","307","Communities",," ","307.72","Rural communities"
"DESERTED SETTLEMENT","307","Communities",," ","307.72","Rural communities"
"HAMLET","307","Communities",," ","307.72","Rural communities"
"DOCK","387","Water, air, space transportation",," ","725.34","Port facilities"
"DOCKYARD","387","Water, air, space transportation",," ","725.34","Port facilities"
"DOVECOTE","636","Animal husbandry",," ","728.927","birdhouses"
"DRAINAGE SYSTEM","631","Techniques, equipment, materials",," ","622.5","Mine drainage"
"DRY DOCK","623","Military & nautical engineering",," ","725.34","Port facilities"
"DWELLING","728","Residential & related buildings",," ","728","Residential & related buildings"
"DYKE","631","Techniques, equipment, materials",," ","631.62","Drainage"
"DYKE (DEFENCE)","623","Military & nautical engineering",," ","623.1","Fortifications"
"EARLY RAILWAY","625","Engineering of railroads, roads",," ","625.1","Engineering of railroads and roads - railroads"
"EARTHWORK","941","General history of Europe; British Isles",," ","625.73","Earthwork"
"EMBANKMENT","625","Engineering of railroads, roads",," ","624.162","Embankments"
"ENCLOSED SETTLEMENT","307","Communities",," ","307.72","Rural communities"
"ENCLOSURE","631","Techniques, equipment, materials",," ","307.72","Rural communities"
"ENCLOSURE COMPLEX","631","Techniques, equipment, materials",," ","307.72","Rural communities"
"CAUSEWAYED ENCLOSURE","941","General history of Europe; British Isles",," ","307.72","Rural communities"
"ENGINE","620","Engineering & Applied operations",," ","620","Engineering and allied operations"
"ENGINE HOUSE","620","Engineering & Applied operations",," ","620","Engineering and allied operations"
"WINDER HOUSE","622","Mining & related operations",," ","622.28","Underground Mining - supporting structure"
"ESTATE","630","Agriculture",," ","712.6","Estate grounds landscape"
"EXPLOSIVES WORKS","662","Explosives, fuels technology",," ","662.2","Explosives"
"EXPLOSIVES WORKS;MILITARY TRAINING SITE","662","Explosives, fuels technology",," ","623.452","Explosives - military"
"FACTORY","670","Manufacturing",," ","725.4","Factories"
"FAIR","302","Social interaction",," ","712.5","Public parks and grounds"
"FARM","630","Agriculture",," ","636.01","Ranches and farms"
"FARM BUILDING","630","Agriculture",," ","728.92","Agricultural buildings"
"FARM GARDEN","630","Agriculture",," ","636.01","Ranches and farms"
"FARMHOUSE","728","Residential & related buildings",," ","728.6","Farmhouses"
"FARMSTEAD","630","Agriculture",," ","728.92","Agricultural buildings"
"FIELD BOUNDARY","630","Agriculture",," ","631.27","Agricultural structures - Fences, hedges, walls"
